Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Андрейко,Алла,Анатоліївна,female,1944-04-03,Реабілітолог,село Ватутіне,"провулок Просьолочна, буд. 2, Червоносів, 25685",+380 88 851-86-96,pavloivasiuk@example.org
Єфименко,Богуслава,Іванівна,female,1974-12-16,Стиліст,селище Київ,"площа Олександра Невського 3-й, буд. 6, Інкерман, 55393",071 101-28-11,ravramenko@example.com
Джус,Анастасія,Юріївна,female,1961-10-22,Кінорежисер,хутір Бобринець,"набережна Романтичний, буд. 4 кв. 85, Синельникове, 52804",+380 76 200-22-00,bohuslav58@example.net
Гаврилів,Богуслава,Артемівна,female,1972-04-13,Науковець,місто Суходільськ,"парк Степний 2-й, буд. 7, Бобровиця, 74559",+380 95 353-49-74,dan69@example.net
Даниленко,Марта,Федорівна,female,1939-05-20,Кур'єр,місто Сміла,"вулиця Лінія 42-га, буд. 559 кв. 03, Зимогір'я, 07293",049 711-64-17,violetta59@example.org
Юрченко,Мілена,Остапівна,female,1991-07-06,Режисер,селище Куп'янськ,"набережна Канатна, буд. 38, Генічеськ, 50998",+380 94 752-18-30,markoiaremenko@example.com
Гайдай,Вікторія,Вікторівна,female,1946-11-10,Конструктор,місто Саки ,"провулок Місячна, буд. 563, Батурин, 53034",+380 50 652 51 81,leontii86@example.net
Бандура,Олена,Іванівна,female,1995-08-03,Складальник,місто Боярка,"парк Кладовищний, буд. 334, Вараш, 82544",442 13 92,stefan87@example.org
Мамчур,Оксенія,Вячеславівна,female,1949-04-04,Етнограф,село Судова Вишня,"сквер Онілової, буд. 44, Турка, 19640",+380 32 364 86 72,arkadii03@example.com
Акименко,Михайлина,Миколаївна,female,1977-03-11,Географ,село Прилуки,"провулок Нескучна, буд. 52 кв. 2, Андрушівка, 50815",175 73 59,okseniia51@example.com
Павличенко,Володимира,Юріївна,female,1964-09-14,Епідеміолог,селище Прип'ять ,"узвіз Салтикова-Щедріна, буд. 8, Гола Пристань, 30375",060 301-50-86,ykolesnychenko@example.org
Василашко,Олена,Василівна,female,1997-08-09,Інженер,місто Лубни,"площа Лузанівка, буд. 17 кв. 533, Гуляйполе, 22586",+380 82 658 36 00,clevchenko@example.com
Макогон,Людмила,Анатоліївна,female,1981-06-13,Геолог,селище Генічеськ,"набережна Волна тупик, буд. 51 кв. 03, Новояворівськ, 06347",+380 80 452-42-60,lzatovkaniuk@example.net
Шовкопляс,Володимира,Дамирівна,female,1973-03-21,Фрілансер,село Червоноград,"парк Офіцерська, буд. 36, Бобровиця, 05711",+380 99 528-54-99,tereza81@example.net
Малик,Володимира,Петрівна,female,2002-04-23,Інженер,місто Благовіщенське,"провулок Красна, буд. 1 кв. 119, Угнів, 69293",093 256-70-55,tiurchuk@example.com
Рябошапка,Роксолана,Миколаївна,female,1952-11-18,Ботанік,хутір Гуляйполе,"сквер Палубний, буд. 0, Путивль, 49817",780 33 04,wishchenko@example.org
Жаліло,Орина,Вячеславівна,female,2000-06-07,Перекладач,селище Тараща,"шосе Дунаєва, буд. 33 кв. 61, Бершадь, 65892",067 508 47 22,ada84@example.com
Овсієнко,Соломія,Семенівна,female,1970-04-16,Скульптор,селище Сколе,"набережна Лінія 26-та, буд. 5, Заліщики, 47584",703 42 26,halyna13@example.org
Гавриленко,Марина,Вячеславівна,female,1953-06-28,Стропальник,селище Рівне,"площа Палубна, буд. 4, Нетішин, 79518",390-86-19,iosyp26@example.com
Христич,Богуслава,Остапівна,female,1946-10-20,Стоматолог,село Мелітополь,"узвіз ім. К.Г. Паустовського, буд. 52 кв. 557, Гірське, 33316",+380 64 591-25-44,geretaustym@example.net
Гайворонський,Тереза,Миколаївна,female,1993-04-10,Археолог,селище Буськ,"площа Пассіонарії, буд. 316 кв. 0, Чоп, 37214",008 858 71 11,zubkohanna@example.com
Вовк,Маруся,Василівна,female,1994-06-02,Ріелтор,село Перевальськ,"сквер Щоглова, буд. 48 кв. 805, Рудки, 54783",+380 (22) 253-73-00,les07@example.org
Оберемко,Ганна,Миколаївна,female,1973-08-10,Машиніст,селище Бердичів,"сквер Москвіна, буд. 207, Городок, 26212",+380 09 527 42 48,oleksaivanchenko@example.com
Гавришкевич,Михайлина,Опанасівна,female,1973-03-10,Редактор,хутір Моршин,"узвіз Сміливий, буд. 7, Хрустальний, 72414",095 066 33 17,oleksandr08@example.org
Єресько,Віолетта,Григорівна,female,1953-05-12,Державний службовець,місто Моспине,"сквер Нежданової, буд. 921 кв. 743, Міусинськ, 66457",+380 69 290 63 13,vakhniiroman@example.com
Малик,Любов,Андріївна,female,1962-10-16,Пекар,селище Тлумач,"вулиця Капітана Кузнецова, буд. 3 кв. 3, Старобільськ, 53911",+380 79 397-58-02,vitalii01@example.com
Ящук,Людмила,Анатоліївна,female,1956-09-03,Бухгалтер,хутір Старокостянтинів,"набережна Західний 1-й, буд. 7 кв. 62, Одеса, 47028",827-09-06,smykoleksandr@example.com
Остапчук,Альбіна,Антонівна,female,1998-02-01,Хореограф,село Красилів,"парк Український 1-й, буд. 281 кв. 783, Львів, 52972",+380 72 469-35-32,ustymovsiienko@example.org
Жарко,Єлисавета,Антонівна,female,1982-10-07,Етнограф,місто Глобине,"площа Нахімова, буд. 19, Бровари, 99946",413-10-50,marko99@example.net
Рябець,Людмила,Дамирівна,female,1978-01-25,Скульптор,село Жданівка,"вулиця Рожева, буд. 669, Нікополь, 30975",141 55 52,ielysei84@example.org
Лазаренко,Надія,Григорівна,female,1954-08-27,Електротехнік,хутір Слов'янськ,"шосе Пляжна, буд. 986, Мала Виска, 78362",+380 65 863 76 71,haidamakamykhailo@example.com
Пʼятаченко,Аліна,Анатоліївна,female,1979-06-01,Складальник,село Заставна,"парк Новаторів, буд. 000 кв. 04, Привілля, 38807",028 618-76-70,panteleimoniurchuk@example.org
Лаба,Ярослава,Олександрівна,female,2007-01-20,Стиліст,селище Хмільник,"шосе Східчастий 4-й, буд. 5, Куп'янськ, 43037",+380 61 140-74-01,orest96@example.org
Товстуха,Орина,Дамирівна,female,1954-09-19,Астроном,селище Прилуки,"проспект Водопровідний 2-й, буд. 607 кв. 2, Винники, 70594",+380 (41) 610-56-98,lizagoliash@example.org
Абрамчук,Марʼяна,Федорівна,female,1964-12-22,Кінорежисер,селище Сорокине,"вулиця Високий, буд. 251, Великі Мости, 83941",+380 11 949 39 38,artemchalenko@example.net
Носаченко,Марія,Опанасівна,female,1952-11-25,Кухар,село Помічна,"сквер Пересипський 2-й, буд. 3 кв. 4, Південне , 92373",+380 79 964 54 68,panchukliudmyla@example.net
Заїка,Камілла,Антонівна,female,1957-08-12,Фізик,хутір Вільнянськ,"площа Гранатна, буд. 85 кв. 06, Олександрівськ, 46830",833-89-92,rudkohennadii@example.org
Рябець,Оксенія,Василівна,female,1984-01-10,Ботанік,село Ромни,"парк Водопровідний 3-й, буд. 952, Хрестівка, 18130",093 680 50 05,roksolanairvanets@example.com
Швайка,Орина,Петрівна,female,1998-06-18,Бібліограф,селище Щолкіне,"площа Крушельницької, буд. 715, Мерефа, 29076",+380 23 695 84 89,prokhirvalenko@example.net
Скорик,Єлисавета,Федорівна,female,1939-02-21,Електромонтажник,місто Волочиськ,"провулок Восьмого березня узвіз, буд. 800 кв. 1, Борислав, 24892",684-20-94,bohuslavaonyshchenko@example.org
